Unit,Sales
11,27500
22,55000
25,62500
20,50000
21,52500
13,32500
18,45000
23,57500
13,32500
20,50000
16,40000
15,37500
22,55000
26,65000
29,72500
29,72500
27,67500
40,100000
34,85000
39,97500
33,82500
31,77500
27,67500
25,62500
7,17500
14,35000
4,10000
12,30000
12,30000
15,37500
9,22500
15,37500
9,22500
11,27500
4,10000
3,7500
27,67500
32,80000
26,65000
33,82500
34,85000
34,85000
34,85000
22,55000
35,87500
12,30000
28,70000
20,50000
3,7500
10,25000
9,22500
9,22500
6,15000
10,25000
4,10000
2,5000
8,20000
8,20000
9,22500
6,15000
7,17500
9,22500
5,12500
4,10000
10,25000
7,17500
6,15000
2,5000
5,12500
5,12500
3,7500
2,5000
3,7500
2,5000
6,15000
7,17500
4,10000
7,17500
8,20000
4,10000
8,20000
6,15000
4,10000
6,15000
21,52500
24,60000
13,32500
10,25000
25,62500
19,47500
17,42500
20,50000
14,35000
25,62500
23,57500
25,62500
44,110000
32,80000
37,92500
37,92500
28,70000
21,52500
36,90000
41,102500
21,52500
36,90000
37,92500
26,65000
4,10000
11,27500
8,20000
3,7500
4,10000
14,35000
8,20000
11,27500
3,7500
9,22500
14,35000
9,22500
31,77500
18,45000
30,75000
25,62500
14,35000
29,72500
34,85000
33,82500
16,40000
12,30000
12,30000
20,50000
6,15000
6,15000
9,22500
10,25000
10,25000
7,17500
9,22500
9,22500
8,20000
10,25000
8,20000
4,10000
4,10000
4,10000
2,5000
8,20000
7,17500
6,15000
5,12500
7,17500
5,12500
5,12500
4,10000
3,7500
5,12500
9,22500
7,17500
4,10000
4,10000
10,25000
4,10000
2,5000
9,22500
4,10000
5,12500
5,12500
10,25000
17,42500
13,32500
11,27500
25,62500
12,30000
24,60000
17,42500
21,52500
24,60000
23,57500
21,52500
26,65000
39,97500
27,67500
26,65000
25,62500
30,75000
25,62500
23,57500
37,92500
37,92500
35,87500
22,55000
8,20000
3,7500
7,17500
13,32500
14,35000
5,12500
9,22500
3,7500
12,30000
3,7500
13,32500
14,35000
21,52500
15,37500
32,80000
19,47500
24,60000
34,85000
26,65000
16,40000
19,47500
13,32500
30,75000
16,40000
7,17500
4,10000
2,5000
6,15000
8,20000
6,15000
6,15000
2,5000
2,5000
9,22500
7,17500
8,20000
2,5000
9,22500
6,15000
8,20000
6,15000
6,15000
4,10000
2,5000
10,25000
8,20000
10,25000
9,22500
5,12500
8,20000
8,20000
6,15000
2,5000
9,22500
3,7500
2,5000
6,15000
2,5000
8,20000
3,7500
22,55000
20,50000
20,50000
19,47500
19,47500
13,32500
24,60000
21,52500
18,45000
13,32500
20,50000
17,42500
22,55000
26,65000
45,112500
31,77500
33,82500
32,80000
43,107500
42,105000
26,65000
25,62500
20,50000
35,87500
8,20000
7,17500
8,20000
5,12500
15,37500
5,12500
8,20000
5,12500
9,22500
15,37500
6,15000
9,22500
29,72500
26,65000
26,65000
16,40000
14,35000
34,85000
15,37500
34,85000
34,85000
26,65000
16,40000
21,52500
6,15000
5,12500
2,5000
2,5000
9,22500
5,12500
5,12500
8,20000
3,7500
6,15000
8,20000
2,5000
7,17500
10,25000
6,15000
3,7500
3,7500
9,22500
6,15000
9,22500
9,22500
6,15000
6,15000
4,10000
10,25000
9,22500
3,7500
6,15000
5,12500
8,20000
6,15000
2,5000
10,25000
2,5000
2,5000
4,10000
22,55000
25,62500
10,25000
17,42500
21,52500
19,47500
11,27500
16,40000
20,50000
16,40000
25,62500
11,27500
42,105000
44,110000
40,100000
41,102500
36,90000
25,62500
45,112500
44,110000
34,85000
25,62500
42,105000
21,52500
14,35000
11,27500
12,30000
3,7500
4,10000
4,10000
3,7500
8,20000
10,25000
6,15000
15,37500
9,22500
33,82500
24,60000
20,50000
25,62500
30,75000
26,65000
26,65000
21,52500
12,30000
25,62500
27,67500
30,75000
2,5000
5,12500
10,25000
9,22500
8,20000
10,25000
10,25000
10,25000
6,15000
7,17500
10,25000
2,5000
4,10000
2,5000
7,17500
2,5000
6,15000
7,17500
10,25000
8,20000
4,10000
6,15000
8,20000
8,20000
6,15000
10,25000
7,17500
7,17500
6,15000
6,15000
9,22500
10,25000
7,17500
9,22500
3,7500
6,15000
15,37500
11,27500
14,35000
16,40000
11,27500
10,25000
21,52500
21,52500
11,27500
20,50000
21,52500
14,35000
28,70000
30,75000
33,82500
43,107500
35,87500
41,102500
33,82500
26,65000
38,95000
24,60000
28,70000
40,100000
6,15000
10,25000
3,7500
13,32500
3,7500
7,17500
4,10000
3,7500
11,27500
15,37500
15,37500
3,7500
15,37500
22,55000
20,50000
25,62500
32,80000
18,45000
12,30000
20,50000
20,50000
28,70000
14,35000
18,45000
5,12500
9,22500
8,20000
10,25000
8,20000
6,15000
3,7500
8,20000
9,22500
9,22500
8,20000
8,20000
2,5000
7,17500
5,12500
4,10000
10,25000
2,5000
10,25000
8,20000
6,15000
4,10000
2,5000
9,22500
5,12500
8,20000
5,12500
3,7500
5,12500
2,5000
6,15000
10,25000
7,17500
10,25000
7,17500
7,17500
16,40000
18,45000
11,27500
24,60000
15,37500
15,37500
10,25000
22,55000
14,35000
24,60000
11,27500
17,42500
22,55000
22,55000
34,85000
33,82500
34,85000
31,77500
27,67500
39,97500
44,110000
20,50000
29,72500
24,60000
11,27500
4,10000
14,35000
14,35000
8,20000
12,30000
5,12500
11,27500
4,10000
3,7500
11,27500
4,10000
29,72500
18,45000
31,77500
25,62500
33,82500
18,45000
30,75000
35,87500
34,85000
31,77500
23,57500
31,77500
5,12500
3,7500
8,20000
5,12500
3,7500
4,10000
4,10000
2,5000
10,25000
3,7500
2,5000
9,22500
3,7500
2,5000
5,12500
9,22500
5,12500
2,5000
2,5000
4,10000
8,20000
9,22500
3,7500
9,22500
8,20000
2,5000
10,25000
8,20000
5,12500
6,15000
2,5000
5,12500
5,12500
4,10000
9,22500
5,12500
18,45000
12,30000
12,30000
19,47500
19,47500
16,40000
25,62500
21,52500
15,37500
12,30000
10,25000
14,35000
27,67500
23,57500
40,100000
30,75000
36,90000
33,82500
29,72500
44,110000
33,82500
39,97500
22,55000
36,90000
9,22500
10,25000
14,35000
7,17500
6,15000
15,37500
10,25000
11,27500
15,37500
6,15000
10,25000
6,15000
27,67500
14,35000
34,85000
15,37500
19,47500
33,82500
16,40000
30,75000
15,37500
22,55000
19,47500
16,40000
4,10000
6,15000
2,5000
3,7500
10,25000
6,15000
3,7500
3,7500
5,12500
3,7500
6,15000
4,10000
10,25000
3,7500
7,17500
8,20000
3,7500
3,7500
4,10000
2,5000
3,7500
8,20000
2,5000
7,17500
6,15000
9,22500
2,5000
8,20000
2,5000
4,10000
3,7500
2,5000
3,7500
10,25000
9,22500
7,17500
12,30000
22,55000
20,50000
17,42500
21,52500
24,60000
21,52500
22,55000
15,37500
12,30000
17,42500
15,37500
40,100000
39,97500
35,87500
22,55000
31,77500
39,97500
41,102500
24,60000
45,112500
31,77500
27,67500
30,75000
14,35000
10,25000
11,27500
10,25000
8,20000
8,20000
5,12500
13,32500
13,32500
11,27500
14,35000
8,20000
29,72500
13,32500
26,65000
13,32500
20,50000
25,62500
20,50000
17,42500
32,80000
32,80000
34,85000
25,62500
4,10000
6,15000
6,15000
3,7500
6,15000
4,10000
9,22500
8,20000
3,7500
7,17500
4,10000
6,15000
6,15000
7,17500
2,5000
2,5000
8,20000
5,12500
7,17500
10,25000
8,20000
6,15000
8,20000
4,10000
2,5000
3,7500
8,20000
6,15000
9,22500
6,15000
7,17500
8,20000
2,5000
5,12500
9,22500
6,15000
20,50000
19,47500
16,40000
19,47500
10,25000
20,50000
13,32500
19,47500
15,37500
20,50000
25,62500
10,25000
44,110000
37,92500
28,70000
39,97500
40,100000
39,97500
24,60000
25,62500
23,57500
31,77500
29,72500
38,95000
15,37500
5,12500
11,27500
11,27500
14,35000
10,25000
3,7500
11,27500
4,10000
13,32500
8,20000
13,32500
35,87500
15,37500
22,55000
25,62500
24,60000
30,75000
17,42500
22,55000
14,35000
23,57500
12,30000
19,47500
3,7500
7,17500
5,12500
10,25000
10,25000
6,15000
7,17500
7,17500
10,25000
10,25000
7,17500
9,22500
7,17500
9,22500
10,25000
3,7500
3,7500
2,5000
3,7500
10,25000
2,5000
6,15000
9,22500
10,25000
3,7500
9,22500
6,15000
3,7500
3,7500
4,10000
4,10000
3,7500
7,17500
3,7500
6,15000
7,17500
15,37500
24,60000
18,45000
17,42500
19,47500
23,57500
22,55000
19,47500
19,47500
22,55000
24,60000
12,30000
35,87500
41,102500
38,95000
35,87500
38,95000
44,110000
40,100000
45,112500
40,100000
21,52500
22,55000
27,67500
14,35000
7,17500
15,37500
8,20000
5,12500
10,25000
7,17500
9,22500
4,10000
13,32500
12,30000
9,22500
20,50000
23,57500
18,45000
32,80000
21,52500
19,47500
26,65000
32,80000
25,62500
18,45000
24,60000
29,72500
3,7500
9,22500
2,5000
9,22500
7,17500
9,22500
3,7500
9,22500
4,10000
10,25000
7,17500
2,5000
6,15000
8,20000
3,7500
7,17500
6,15000
2,5000
4,10000
8,20000
3,7500
6,15000
9,22500
7,17500
5,12500
4,10000
9,22500
2,5000
9,22500
7,17500
10,25000
3,7500
2,5000
9,22500
10,25000
5,12500
10,25000
22,55000
17,42500
21,52500
25,62500
24,60000
25,62500
15,37500
11,27500
24,60000
14,35000
19,47500
32,80000
35,87500
34,85000
32,80000
32,80000
20,50000
44,110000
36,90000
45,112500
29,72500
33,82500
23,57500
6,15000
6,15000
6,15000
10,25000
7,17500
12,30000
9,22500
4,10000
4,10000
5,12500
9,22500
15,37500
26,65000
25,62500
26,65000
32,80000
29,72500
17,42500
30,75000
27,67500
29,72500
30,75000
20,50000
19,47500
8,20000
7,17500
10,25000
6,15000
8,20000
3,7500
9,22500
7,17500
4,10000
5,12500
6,15000
7,17500
4,10000
10,25000
3,7500
8,20000
10,25000
2,5000
10,25000
5,12500
6,15000
5,12500
6,15000
3,7500
8,20000
10,25000
5,12500
10,25000
9,22500
5,12500
9,22500
2,5000
5,12500
4,10000
9,22500
3,7500
15,37500
15,37500
21,52500
20,50000
10,25000
10,25000
20,50000
18,45000
25,62500
24,60000
23,57500
17,42500
28,70000
29,72500
38,95000
37,92500
30,75000
39,97500
21,52500
31,77500
43,107500
23,57500
40,100000
26,65000
10,25000
12,30000
5,12500
3,7500
7,17500
12,30000
3,7500
5,12500
7,17500
11,27500
9,22500
5,12500
14,35000
22,55000
35,87500
31,77500
21,52500
30,75000
23,57500
17,42500
21,52500
12,30000
30,75000
34,85000
7,17500
4,10000
8,20000
5,12500
4,10000
4,10000
7,17500
5,12500
5,12500
3,7500
8,20000
5,12500
8,20000
5,12500
9,22500
2,5000
9,22500
6,15000
6,15000
5,12500
9,22500
7,17500
4,10000
6,15000
2,5000
10,25000
7,17500
6,15000
2,5000
3,7500
8,20000
2,5000
9,22500
7,17500
8,20000
6,15000
13,32500
18,45000
14,35000
19,47500
13,32500
23,57500
20,50000
10,25000
14,35000
18,45000
22,55000
17,42500
29,72500
32,80000
42,105000
31,77500
27,67500
36,90000
44,110000
37,92500
44,110000
41,102500
40,100000
43,107500
10,25000
15,37500
12,30000
9,22500
11,27500
13,32500
15,37500
9,22500
14,35000
4,10000
9,22500
6,15000
16,40000
29,72500
33,82500
26,65000
35,87500
26,65000
35,87500
30,75000
34,85000
12,30000
34,85000
32,80000
3,7500
2,5000
4,10000
2,5000
4,10000
2,5000
4,10000
2,5000
6,15000
10,25000
10,25000
5,12500
4,10000
4,10000
2,5000
6,15000
2,5000
10,25000
4,10000
6,15000
8,20000
6,15000
7,17500
8,20000
5,12500
7,17500
3,7500
3,7500
7,17500
5,12500
7,17500
9,22500
5,12500
3,7500
3,7500
5,12500
14,35000
12,30000
17,42500
20,50000
10,25000
12,30000
25,62500
18,45000
11,27500
15,37500
23,57500
11,27500
37,92500
29,72500
29,72500
28,70000
35,87500
21,52500
22,55000
39,97500
44,110000
32,80000
39,97500
31,77500
4,10000
6,15000
8,20000
13,32500
8,20000
13,32500
3,7500
15,37500
12,30000
9,22500
3,7500
7,17500
33,82500
33,82500
26,65000
15,37500
23,57500
35,87500
30,75000
20,50000
15,37500
28,70000
21,52500
13,32500
7,17500
4,10000
2,5000
6,15000
3,7500
5,12500
5,12500
4,10000
8,20000
2,5000
4,10000
5,12500
3,7500
7,17500
2,5000
8,20000
2,5000
3,7500
2,5000
6,15000
5,12500
5,12500
10,25000
2,5000
2,5000
8,20000
10,25000
7,17500
9,22500
4,10000
6,15000
3,7500
9,22500
6,15000
9,22500
6,15000
21,52500
12,30000
19,47500
20,50000
23,57500
23,57500
15,37500
10,25000
10,25000
13,32500
17,42500
19,47500
42,105000
22,55000
45,112500
41,102500
42,105000
29,72500
20,50000
37,92500
26,65000
29,72500
27,67500
29,72500
5,12500
13,32500
5,12500
10,25000
3,7500
6,15000
7,17500
14,35000
4,10000
4,10000
5,12500
6,15000
18,45000
16,40000
32,80000
29,72500
18,45000
27,67500
33,82500
13,32500
31,77500
31,77500
17,42500
12,30000
9,22500
8,20000
2,5000
9,22500
9,22500
10,25000
2,5000
7,17500
10,25000
2,5000
8,20000
2,5000
7,17500
4,10000
10,25000
5,12500
6,15000
4,10000
6,15000
9,22500
4,10000
5,12500
10,25000
6,15000
10,25000
2,5000
8,20000
6,15000
4,10000
8,20000
10,25000
6,15000
10,25000
6,15000
6,15000
9,22500
19,47500
16,40000
19,47500
23,57500
25,62500
15,37500
25,62500
15,37500
15,37500
13,32500
10,25000
18,45000
33,82500
24,60000
31,77500
20,50000
44,110000
36,90000
32,80000
20,50000
37,92500
35,87500
41,102500
30,75000
9,22500
7,17500
9,22500
11,27500
13,32500
11,27500
11,27500
14,35000
13,32500
6,15000
7,17500
6,15000
23,57500
21,52500
14,35000
22,55000
17,42500
14,35000
22,55000
35,87500
22,55000
18,45000
17,42500
27,67500
4,10000
2,5000
9,22500
9,22500
2,5000
6,15000
8,20000
8,20000
7,17500
3,7500
8,20000
5,12500
5,12500
7,17500
4,10000
8,20000
4,10000
8,20000
6,15000
3,7500
4,10000
9,22500
9,22500
8,20000
9,22500
7,17500
6,15000
4,10000
7,17500
3,7500
9,22500
5,12500
7,17500
6,15000
5,12500
8,20000
22,55000
17,42500
14,35000
15,37500
19,47500
24,60000
24,60000
13,32500
11,27500
21,52500
20,50000
14,35000
40,100000
37,92500
43,107500
32,80000
25,62500
30,75000
34,85000
35,87500
20,50000
30,75000
28,70000
39,97500
15,37500
13,32500
15,37500
10,25000
14,35000
11,27500
5,12500
15,37500
12,30000
5,12500
15,37500
5,12500
26,65000
31,77500
28,70000
18,45000
29,72500
22,55000
30,75000
32,80000
19,47500
19,47500
26,65000
22,55000
9,22500
4,10000
3,7500
8,20000
6,15000
3,7500
3,7500
10,25000
7,17500
8,20000
10,25000
8,20000
6,15000
4,10000
6,15000
5,12500
3,7500
3,7500
3,7500
5,12500
2,5000
6,15000
5,12500
8,20000
6,15000
6,15000
3,7500
2,5000
4,10000
3,7500
3,7500
9,22500
5,12500
5,12500
8,20000
8,20000
17,42500
17,42500
18,45000
12,30000
16,40000
13,32500
18,45000
24,60000
14,35000
11,27500
14,35000
19,47500
44,110000
35,87500
30,75000
35,87500
41,102500
25,62500
33,82500
43,107500
25,62500
27,67500
45,112500
25,62500
13,32500
9,22500
11,27500
6,15000
5,12500
5,12500
3,7500
12,30000
10,25000
7,17500
9,22500
9,22500
25,62500
19,47500
27,67500
12,30000
17,42500
25,62500
24,60000
25,62500
14,35000
19,47500
15,37500
18,45000
3,7500
9,22500
7,17500
5,12500
10,25000
8,20000
7,17500
7,17500
10,25000
9,22500
6,15000
8,20000
9,22500
8,20000
2,5000
6,15000
7,17500
3,7500
2,5000
3,7500
8,20000
9,22500
8,20000
7,17500
8,20000
9,22500
3,7500
7,17500
5,12500
4,10000
6,15000
9,22500
6,15000
7,17500
8,20000
3,7500
24,60000
10,25000
11,27500
21,52500
23,57500
14,35000
21,52500
18,45000
22,55000
25,62500
23,57500
15,37500
20,50000
24,60000
37,92500
30,75000
40,100000
37,92500
36,90000
32,80000
43,107500
42,105000
33,82500
26,65000
7,17500
11,27500
11,27500
8,20000
9,22500
3,7500
10,25000
7,17500
14,35000
5,12500
10,25000
5,12500
18,45000
32,80000
24,60000
28,70000
32,80000
34,85000
19,47500
25,62500
21,52500
15,37500
18,45000
18,45000
3,7500
2,5000
8,20000
6,15000
5,12500
9,22500
9,22500
6,15000
9,22500
8,20000
3,7500
2,5000
8,20000
7,17500
3,7500
2,5000
9,22500
10,25000
4,10000
3,7500
3,7500
6,15000
7,17500
2,5000
5,12500
2,5000
8,20000
2,5000
6,15000
5,12500
6,15000
9,22500
8,20000
5,12500
9,22500
7,17500
12,30000
21,52500
14,35000
16,40000
20,50000
13,32500
22,55000
25,62500
17,42500
14,35000
17,42500
13,32500
30,75000
40,100000
32,80000
37,92500
35,87500
32,80000
20,50000
38,95000
34,85000
26,65000
41,102500
36,90000
13,32500
12,30000
9,22500
7,17500
4,10000
4,10000
15,37500
10,25000
13,32500
10,25000
15,37500
15,37500
13,32500
22,55000
24,60000
20,50000
15,37500
30,75000
12,30000
25,62500
27,67500
20,50000
32,80000
32,80000
7,17500
4,10000
5,12500
9,22500
10,25000
4,10000
6,15000
2,5000
7,17500
4,10000
4,10000
7,17500
2,5000
3,7500
2,5000
10,25000
4,10000
10,25000
10,25000
10,25000
7,17500
9,22500
3,7500
2,5000
6,15000
5,12500
4,10000
7,17500
6,15000
4,10000
6,15000
3,7500
9,22500
3,7500
3,7500
6,15000
21,52500
14,35000
14,35000
11,27500
25,62500
11,27500
13,32500
16,40000
12,30000
18,45000
20,50000
12,30000
33,82500
44,110000
26,65000
25,62500
27,67500
33,82500
26,65000
38,95000
40,100000
44,110000
40,100000
36,90000
15,37500
3,7500
15,37500
5,12500
11,27500
8,20000
13,32500
7,17500
14,35000
10,25000
7,17500
8,20000
32,80000
26,65000
33,82500
14,35000
31,77500
35,87500
13,32500
12,30000
32,80000
24,60000
15,37500
30,75000
10,25000
3,7500
7,17500
9,22500
5,12500
6,15000
5,12500
3,7500
9,22500
4,10000
10,25000
10,25000
9,22500
7,17500
2,5000
7,17500
10,25000
2,5000
6,15000
8,20000
9,22500
4,10000
2,5000
7,17500
4,10000
3,7500
9,22500
9,22500
8,20000
10,25000
5,12500
2,5000
8,20000
9,22500
2,5000
7,17500
10,25000
12,30000
20,50000
21,52500
12,30000
25,62500
10,25000
15,37500
22,55000
13,32500
20,50000
18,45000
26,65000
43,107500
37,92500
32,80000
42,105000
24,60000
39,97500
27,67500
43,107500
41,102500
39,97500
40,100000
9,22500
12,30000
14,35000
5,12500
3,7500
7,17500
6,15000
9,22500
9,22500
9,22500
6,15000
7,17500
23,57500
21,52500
23,57500
33,82500
27,67500
31,77500
28,70000
15,37500
18,45000
19,47500
12,30000
29,72500
10,25000
4,10000
4,10000
10,25000
9,22500
6,15000
8,20000
3,7500
7,17500
4,10000
3,7500
7,17500
7,17500
6,15000
6,15000
3,7500
9,22500
5,12500
3,7500
3,7500
10,25000
5,12500
3,7500
7,17500
5,12500
9,22500
9,22500
3,7500
5,12500
7,17500
5,12500
2,5000
8,20000
3,7500
8,20000
10,25000
13,32500
10,25000
18,45000
10,25000
25,62500
21,52500
14,35000
21,52500
12,30000
12,30000
16,40000
22,55000
33,82500
45,112500
41,102500
36,90000
21,52500
30,75000
24,60000
20,50000
23,57500
20,50000
34,85000
20,50000
7,17500
3,7500
13,32500
8,20000
9,22500
12,30000
11,27500
15,37500
11,27500
4,10000
12,30000
15,37500
19,47500
32,80000
17,42500
24,60000
24,60000
29,72500
34,85000
14,35000
35,87500
32,80000
14,35000
28,70000
9,22500
8,20000
6,15000
10,25000
7,17500
8,20000
6,15000
10,25000
4,10000
6,15000
7,17500
8,20000
6,15000
2,5000
7,17500
9,22500
7,17500
8,20000
4,10000
3,7500
10,25000
8,20000
9,22500
7,17500
8,20000
9,22500
5,12500
7,17500
9,22500
2,5000
6,15000
6,15000
4,10000
6,15000
2,5000
8,20000
11,27500
25,62500
11,27500
12,30000
11,27500
19,47500
12,30000
18,45000
16,40000
15,37500
18,45000
16,40000
28,70000
30,75000
22,55000
40,100000
41,102500
37,92500
34,85000
33,82500
20,50000
23,57500
22,55000
23,57500
11,27500
14,35000
9,22500
14,35000
11,27500
12,30000
10,25000
15,37500
6,15000
15,37500
14,35000
7,17500
31,77500
30,75000
12,30000
32,80000
25,62500
34,85000
35,87500
33,82500
14,35000
26,65000
18,45000
33,82500
3,7500
2,5000
8,20000
4,10000
6,15000
5,12500
3,7500
4,10000
8,20000
10,25000
2,5000
5,12500
5,12500
10,25000
6,15000
6,15000
8,20000
10,25000
2,5000
2,5000
9,22500
8,20000
5,12500
5,12500
2,5000
8,20000
3,7500
10,25000
6,15000
5,12500
6,15000
6,15000
10,25000
6,15000
5,12500
9,22500
17,42500
13,32500
20,50000
12,30000
25,62500
22,55000
24,60000
17,42500
25,62500
24,60000
11,27500
18,45000
43,107500
44,110000
39,97500
45,112500
31,77500
21,52500
39,97500
37,92500
43,107500
42,105000
37,92500
29,72500
5,12500
5,12500
3,7500
7,17500
12,30000
6,15000
14,35000
8,20000
5,12500
4,10000
4,10000
13,32500
26,65000
23,57500
13,32500
27,67500
26,65000
27,67500
16,40000
26,65000
27,67500
35,87500
34,85000
22,55000
9,22500
2,5000
5,12500
5,12500
9,22500
7,17500
5,12500
6,15000
8,20000
7,17500
4,10000
9,22500
6,15000
5,12500
7,17500
6,15000
7,17500
4,10000
4,10000
6,15000
4,10000
10,25000
4,10000
3,7500
9,22500
9,22500
7,17500
4,10000
6,15000
2,5000
10,25000
2,5000
8,20000
3,7500
6,15000
6,15000
12,30000
19,47500
16,40000
13,32500
23,57500
18,45000
17,42500
14,35000
11,27500
16,40000
11,27500
16,40000
40,100000
34,85000
39,97500
44,110000
33,82500
42,105000
23,57500
22,55000
33,82500
34,85000
25,62500
32,80000
6,15000
9,22500
13,32500
9,22500
7,17500
5,12500
4,10000
14,35000
10,25000
9,22500
9,22500
12,30000
22,55000
23,57500
29,72500
23,57500
27,67500
23,57500
32,80000
21,52500
21,52500
26,65000
25,62500
29,72500
7,17500
9,22500
5,12500
8,20000
5,12500
5,12500
3,7500
9,22500
9,22500
10,25000
9,22500
2,5000
9,22500
11,27500
15,37500
13,32500
13,32500
8,20000
10,25000
9,22500
11,27500
14,35000
12,30000
14,35000
9,22500
10,25000
6,15000
12,30000
9,22500
15,37500
12,30000
13,32500
6,15000
14,35000
12,30000
9,22500
20,50000
28,70000
30,75000
18,45000
27,67500
20,50000
35,87500
26,65000
18,45000
17,42500
29,72500
26,65000
51,127500
46,115000
37,92500
49,122500
34,85000
31,77500
63,157500
62,155000
44,110000
52,130000
33,82500
34,85000
15,37500
11,27500
12,30000
15,37500
19,47500
15,37500
8,20000
19,47500
19,47500
15,37500
18,45000
23,57500
42,105000
22,55000
20,50000
32,80000
31,77500
36,90000
38,95000
30,75000
42,105000
23,57500
40,100000
19,47500
7,17500
15,37500
14,35000
13,32500
7,17500
11,27500
11,27500
10,25000
15,37500
7,17500
9,22500
7,17500
10,25000
15,37500
11,27500
14,35000
13,32500
10,25000
8,20000
15,37500
10,25000
9,22500
12,30000
5,12500
11,27500
12,30000
6,15000
15,37500
6,15000
8,20000
6,15000
11,27500
11,27500
10,25000
13,32500
8,20000
18,45000
24,60000
19,47500
25,62500
17,42500
25,62500
20,50000
33,82500
25,62500
27,67500
27,67500
16,40000
46,115000
56,140000
59,147500
38,95000
45,112500
37,92500
40,100000
34,85000
33,82500
64,160000
63,157500
59,147500
22,55000
17,42500
20,50000
8,20000
12,30000
25,62500
7,17500
22,55000
10,25000
14,35000
16,40000
13,32500
45,112500
31,77500
30,75000
17,42500
34,85000
37,92500
39,97500
38,95000
36,90000
41,102500
34,85000
20,50000
14,35000
15,37500
7,17500
9,22500
13,32500
14,35000
15,37500
10,25000
9,22500
8,20000
11,27500
14,35000
6,15000
12,30000
6,15000
11,27500
11,27500
9,22500
12,30000
5,12500
15,37500
10,25000
10,25000
8,20000
11,27500
8,20000
14,35000
14,35000
15,37500
6,15000
7,17500
12,30000
11,27500
7,17500
8,20000
9,22500
24,60000
30,75000
15,37500
34,85000
26,65000
22,55000
34,85000
22,55000
23,57500
19,47500
16,40000
26,65000
41,102500
39,97500
63,157500
62,155000
53,132500
63,157500
61,152500
45,112500
59,147500
41,102500
44,110000
40,100000
13,32500
13,32500
22,55000
24,60000
12,30000
7,17500
19,47500
22,55000
10,25000
13,32500
14,35000
17,42500
36,90000
43,107500
20,50000
25,62500
43,107500
17,42500
28,70000
17,42500
26,65000
25,62500
34,85000
20,50000
11,27500
13,32500
9,22500
14,35000
15,37500
11,27500
13,32500
5,12500
8,20000
5,12500
5,12500
15,37500
8,20000
11,27500
9,22500
5,12500
15,37500
8,20000
6,15000
11,27500
8,20000
14,35000
14,35000
15,37500
5,12500
11,27500
11,27500
13,32500
5,12500
11,27500
12,30000
12,30000
9,22500
11,27500
7,17500
5,12500
32,80000
15,37500
22,55000
26,65000
33,82500
21,52500
34,85000
30,75000
24,60000
34,85000
23,57500
32,80000
54,135000
38,95000
35,87500
30,75000
54,135000
48,120000
52,130000
60,150000
34,85000
52,130000
52,130000
37,92500
16,40000
18,45000
17,42500
19,47500
16,40000
17,42500
15,37500
20,50000
13,32500
13,32500
9,22500
15,37500
28,70000
38,95000
45,112500
18,45000
29,72500
35,87500
19,47500
26,65000
27,67500
39,97500
36,90000
33,82500
13,32500
11,27500
12,30000
7,17500
14,35000
15,37500
9,22500
5,12500
11,27500
5,12500
13,32500
9,22500
14,35000
10,25000
6,15000
14,35000
9,22500
14,35000
13,32500
8,20000
11,27500
13,32500
11,27500
8,20000
14,35000
5,12500
13,32500
8,20000
12,30000
5,12500
6,15000
8,20000
12,30000
9,22500
9,22500
9,22500
33,82500
16,40000
33,82500
31,77500
24,60000
30,75000
24,60000
31,77500
26,65000
27,67500
18,45000
28,70000
41,102500
55,137500
31,77500
30,75000
50,125000
34,85000
55,137500
30,75000
41,102500
44,110000
56,140000
65,162500
9,22500
19,47500
12,30000
12,30000
17,42500
12,30000
24,60000
13,32500
11,27500
17,42500
23,57500
18,45000
41,102500
30,75000
28,70000
36,90000
24,60000
44,110000
27,67500
43,107500
45,112500
29,72500
43,107500
26,65000
14,35000
12,30000
6,15000
5,12500
13,32500
14,35000
9,22500
10,25000
6,15000
9,22500
15,37500
13,32500
13,32500
15,37500
9,22500
5,12500
15,37500
8,20000
5,12500
15,37500
6,15000
6,15000
6,15000
14,35000
11,27500
13,32500
12,30000
6,15000
8,20000
14,35000
13,32500
9,22500
8,20000
7,17500
5,12500
9,22500
17,42500
23,57500
34,85000
21,52500
16,40000
29,72500
24,60000
22,55000
22,55000
35,87500
34,85000
30,75000
46,115000
41,102500
41,102500
33,82500
30,75000
49,122500
31,77500
36,90000
45,112500
60,150000
55,137500
33,82500
12,30000
19,47500
7,17500
11,27500
13,32500
12,30000
17,42500
14,35000
12,30000
17,42500
11,27500
11,27500
33,82500
19,47500
43,107500
28,70000
17,42500
20,50000
20,50000
22,55000
23,57500
21,52500
21,52500
43,107500
6,15000
14,35000
14,35000
13,32500
5,12500
12,30000
12,30000
9,22500
9,22500
7,17500
8,20000
10,25000
13,32500
8,20000
14,35000
11,27500
15,37500
13,32500
5,12500
12,30000
8,20000
6,15000
14,35000
15,37500
5,12500
13,32500
8,20000
9,22500
5,12500
12,30000
9,22500
9,22500
6,15000
7,17500
9,22500
12,30000
30,75000
19,47500
23,57500
23,57500
28,70000
29,72500
35,87500
16,40000
20,50000
22,55000
16,40000
15,37500
30,75000
61,152500
31,77500
50,125000
63,157500
32,80000
51,127500
56,140000
44,110000
50,125000
55,137500
37,92500
19,47500
21,52500
